# feature,genomic_accession,start,end,strand,product_accession,name,symbol,locus_tag,feature_interval_length,product_length
CDS,CT971583.1,545118,546173,-,CAK22969.1,LysM-repeat protein,,SynWH7803_0543,1056,351
CDS,CT971583.1,546252,547676,-,CAK22970.1,Aldehyde dehydrogenase,,SynWH7803_0544,1425,474
CDS,CT971583.1,547764,549434,+,CAK22971.1,Alpha-glycosidase of family GH13; possible trehalose synthase,,SynWH7803_0545,1671,556
CDS,CT971583.1,549455,551029,-,CAK22972.1,Glycerol-3-phosphate dehydrogenase,,SynWH7803_0546,1575,524
CDS,CT971583.1,551022,552527,-,CAK22973.1,Glycerol kinase,glpK,SynWH7803_0547,1506,501
CDS,CT971583.1,552580,554034,+,CAK22974.1,Alpha-glycosidase of family GH13 with possible action on starch/glycogen,,SynWH7803_0548,1455,484
tRNA,CT971583.1,554013,554087,-,,tRNA-Thr,,RNA_21,75,
tRNA,CT971583.1,554098,554179,-,,tRNA-Tyr,,RNA_22,82,
CDS,CT971583.1,554257,554700,+,CAK22975.1,3-dehydroquinate dehydratase II,aroQ,SynWH7803_0549,444,147
CDS,CT971583.1,554697,555347,+,CAK22976.1,tRNA-(MS[2]IO[6]A)-hydroxylase,miaE,SynWH7803_0550,651,216
CDS,CT971583.1,555917,556153,+,CAK22977.1,Hypothetical protein,,SynWH7803_0551,237,78
CDS,CT971583.1,556259,556714,-,CAK22978.1,Uncharacterized conserved membrane protein,,SynWH7803_0552,456,151
CDS,CT971583.1,556748,557089,-,CAK22979.1,Uncharacterized conserved membrane protein,,SynWH7803_0553,342,113
CDS,CT971583.1,557139,557567,-,CAK22980.1,Hypothetical protein,,SynWH7803_0554,429,142
CDS,CT971583.1,557664,558980,-,CAK22981.1,Possible multidrug resistance efflux pump,,SynWH7803_0555,1317,438
CDS,CT971583.1,558980,561247,-,CAK22982.1,"ABC-type multidrug transport system, ATPase and permease components",,SynWH7803_0556,2268,755
CDS,CT971583.1,561244,563478,-,CAK22983.1,"ABC-type multidrug transport system, ATPase and permease components",,SynWH7803_0557,2235,744
CDS,CT971583.1,563484,565202,-,CAK22984.1,Conserved hypothetical protein,,SynWH7803_0558,1719,572
CDS,CT971583.1,565384,566496,+,CAK22985.1,Conserved hypothetical protein,,SynWH7803_0559,1113,370
CDS,CT971583.1,566523,567065,-,CAK22986.1,ARD/ARD' family protein (methionine salvage pathway),,SynWH7803_0560,543,180
CDS,CT971583.1,567185,567910,+,CAK22987.1,Precorrin-2 C20-methyltransferase,cobI,SynWH7803_0561,726,241
CDS,CT971583.1,567937,568533,+,CAK22988.1,Uncharacterized conserved membrane protein,,SynWH7803_0562,597,198
CDS,CT971583.1,568543,570558,-,CAK22989.1,Glycosyltransferase of family GT2; candidate processive Glycosyltransferase; possible cellulose synthase,,SynWH7803_0563,2016,671
CDS,CT971583.1,570555,571571,-,CAK22990.1,Probable tRNA-dihydrouridine synthase,dus,SynWH7803_0564,1017,338
CDS,CT971583.1,571623,572204,-,CAK22991.1,Hypothetical protein,,SynWH7803_0565,582,193
CDS,CT971583.1,572284,572751,+,CAK22992.1,Conserved hypothetical protein,,SynWH7803_0566,468,155
CDS,CT971583.1,572755,573168,-,CAK22993.1,Conserved hypothetical protein,,SynWH7803_0567,414,137
CDS,CT971583.1,573290,574657,+,CAK22994.1,GTP-binding protein engA,engA,SynWH7803_0568,1368,455
CDS,CT971583.1,574663,575580,+,CAK22995.1,Possible ABC-type cobalt transport system permease component,cbiQ,SynWH7803_0569,918,305
CDS,CT971583.1,575598,575864,+,CAK22996.1,Conserved hypothetical protein,,SynWH7803_0570,267,88
CDS,CT971583.1,575887,576537,+,CAK22997.1,Predicted enzyme with a TIM-barrel fold,,SynWH7803_0571,651,216
CDS,CT971583.1,576614,577186,+,CAK22998.1,Conserved hypothetical protein,,SynWH7803_0572,573,190
CDS,CT971583.1,577196,578014,+,CAK22999.1,Pyrroline-5-carboxylate reductase,proC,SynWH7803_0573,819,272
CDS,CT971583.1,578011,579183,-,CAK23000.1,Glycosyltransferase of family GT4,,SynWH7803_0574,1173,390
CDS,CT971583.1,579211,580593,-,CAK23001.1,Permeases of the major facilitator superfamily,,SynWH7803_0575,1383,460
CDS,CT971583.1,580603,581415,-,CAK23002.1,DNA repair protein RecO,recO,SynWH7803_0576,813,270
CDS,CT971583.1,581412,582092,-,CAK23003.1,Deoxyribose-phosphate aldolase,deoC,SynWH7803_0577,681,226
CDS,CT971583.1,582127,582714,-,CAK23004.1,Light repressed protein A homolog,lrtA,SynWH7803_0578,588,195
CDS,CT971583.1,582727,583467,+,CAK23005.1,Lipoyltransferase,lipB,SynWH7803_0579,741,246
CDS,CT971583.1,583496,585439,+,CAK23006.1,Long-chain acyl-CoA synthetase,fadD,SynWH7803_0580,1944,647
CDS,CT971583.1,585511,585954,+,CAK23007.1,Conserved hypothetical protein,,SynWH7803_0581,444,147
CDS,CT971583.1,586023,587372,+,CAK23008.1,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,pdhC,SynWH7803_0582,1350,449
CDS,CT971583.1,587443,589329,+,CAK23009.1,Amino acid permease,,SynWH7803_0583,1887,628
CDS,CT971583.1,589366,590478,+,CAK23010.1,S-adenosylmethionine:tRNA-ribosyltransferase-isomerase,queA,SynWH7803_0584,1113,370
CDS,CT971583.1,590488,591474,-,CAK23011.1,Cysteine synthase,cysK,SynWH7803_0585,987,328
CDS,CT971583.1,591554,593038,-,CAK23012.1,,metB,SynWH7803_0586,1485,494
CDS,CT971583.1,593035,594216,-,CAK23013.1,metC/metB Cystathionine beta-lyase/cystathioninegamma-synthase,,SynWH7803_0587,1182,393
CDS,CT971583.1,594269,594529,+,CAK23014.1,Conserved hypothetical protein,,SynWH7803_0588,261,86
CDS,CT971583.1,594539,595603,-,CAK23015.1,Fatty acid desaturase,,SynWH7803_0589,1065,354
CDS,CT971583.1,595839,596030,+,CAK23016.1,Conserved hypothetical protein,,SynWH7803_0590,192,63
CDS,CT971583.1,596133,596741,-,CAK23017.1,30S ribosomal protein S4,rpsD,SynWH7803_0591,609,202
CDS,CT971583.1,596772,597092,+,CAK23018.1,Conserved hypothetical protein,,SynWH7803_0592,321,106
CDS,CT971583.1,597114,597404,+,CAK23019.1,Thioredoxin family protein,,SynWH7803_0593,291,96
CDS,CT971583.1,597431,598930,+,CAK23020.1,"UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase",murE,SynWH7803_0594,1500,499
CDS,CT971583.1,598940,599773,-,CAK23021.1,Conserved hypothetical protein with transmembrane domains,,SynWH7803_0595,834,277
CDS,CT971583.1,599828,601072,-,CAK23022.1,L-cysteine/cystine lyase,,SynWH7803_0596,1245,414
CDS,CT971583.1,601106,601279,-,CAK23023.1,Conserved hypothetical protein,,SynWH7803_0597,174,57
CDS,CT971583.1,601407,602132,+,CAK23024.1,Uncharacterized conserved membrane protein,,SynWH7803_0598,726,241
CDS,CT971583.1,602122,603396,-,CAK23025.1,"Possible ABC transporter, substrate binding protein",,SynWH7803_0599,1275,424
CDS,CT971583.1,603393,604535,-,CAK23026.1,Uncharacterized membrane protein,,SynWH7803_0600,1143,380
CDS,CT971583.1,604581,604826,-,CAK23027.1,NifU-like protein,,SynWH7803_0601,246,81
CDS,CT971583.1,604912,606393,+,CAK23028.1,Malate:quinone oxidoreductase,mqoA,SynWH7803_0602,1482,493
CDS,CT971583.1,606382,607035,-,CAK23029.1,Uncharacterized conserved membrane protein,,SynWH7803_0603,654,217
CDS,CT971583.1,607120,607461,-,CAK23030.1,Small Multidrug Resistance protein,,SynWH7803_0604,342,113
CDS,CT971583.1,607535,608122,+,CAK23031.1,Inorganic pyrophosphatase,ppa,SynWH7803_0605,588,195
CDS,CT971583.1,608214,609191,-,CAK23032.1,Hypothetical protein,,SynWH7803_0606,978,325
CDS,CT971583.1,609351,609860,+,CAK23033.1,Conserved hypothetical protein,,SynWH7803_0607,510,169
CDS,CT971583.1,609850,610482,-,CAK23034.1,Uncharacterized conserved membrane protein,,SynWH7803_0608,633,210
CDS,CT971583.1,610485,611444,-,CAK23035.1,Porphobilinogen deaminase,hemC,SynWH7803_0609,960,319
CDS,CT971583.1,611632,612084,+,CAK23036.1,Conserved hypothetical protein,,SynWH7803_0610,453,150
CDS,CT971583.1,612192,613544,-,CAK23037.1,"RNA polymerase sigma factor RpoD, sigma-70 family",rpoD,SynWH7803_0611,1353,450
CDS,CT971583.1,613843,616131,+,CAK23038.1,Primosomal protein N' (replication factor Y),priA,SynWH7803_0612,2289,762
CDS,CT971583.1,616134,617225,-,CAK23039.1,Uncharacterized conserved membrane protein,,SynWH7803_0613,1092,363
CDS,CT971583.1,617229,618110,-,CAK23040.1,Acetylglutamate kinase,argB,SynWH7803_0614,882,293
CDS,CT971583.1,618097,618663,-,CAK23041.1,Uncharacterized conserved membrane protein,,SynWH7803_0615,567,188
CDS,CT971583.1,618793,618954,+,CAK23042.1,Conserved hypothetical protein,,SynWH7803_0616,162,53
CDS,CT971583.1,618955,619419,-,CAK23043.1,Single-stranded DNA-binding protein,,SynWH7803_0617,465,154
CDS,CT971583.1,619434,620243,+,CAK23044.1,Precorrin-6x reductase,cobK,SynWH7803_0618,810,269
CDS,CT971583.1,620240,621253,-,CAK23045.1,"Sugar kinase, ribokinase family",,SynWH7803_0619,1014,337
CDS,CT971583.1,621324,622637,-,CAK23046.1,Adenylosuccinate synthase,purA,SynWH7803_0620,1314,437
CDS,CT971583.1,622750,623175,-,CAK23047.1,Photosystem II protein Psb27,psb27,SynWH7803_0621,426,141
CDS,CT971583.1,623220,625004,-,CAK23048.1,Prolyl-tRNA synthetase,proS,SynWH7803_0622,1785,594
CDS,CT971583.1,625151,625615,+,CAK23049.1,Conserved hypothetical protein,,SynWH7803_0623,465,154
CDS,CT971583.1,625903,626415,+,CAK23050.1,Inorganic pyrophosphatase,ppa,SynWH7803_0624,513,170
CDS,CT971583.1,626509,626868,+,CAK23051.1,Ferredoxin,,SynWH7803_0625,360,119
CDS,CT971583.1,626930,627235,+,CAK23052.1,Arsenate reductase related protein (arsC family),,SynWH7803_0626,306,101
CDS,CT971583.1,627198,628703,-,CAK23053.1,Conserved hypothetical protein,,SynWH7803_0627,1506,501
CDS,CT971583.1,628782,629483,+,CAK23054.1,Signal peptidase I,lepB,SynWH7803_0628,702,233
CDS,CT971583.1,629455,630723,-,CAK23055.1,Dihydroorotase,pyrC,SynWH7803_0629,1269,422
CDS,CT971583.1,630742,632070,-,CAK23056.1,Probable phosphoglycerate mutase,gmpB,SynWH7803_0630,1329,442
CDS,CT971583.1,632229,633548,+,CAK23057.1,Predicted metal-dependent membrane protease,,SynWH7803_0631,1320,439
CDS,CT971583.1,633632,634087,+,CAK23058.1,Uncharacterized conserved membrane protein,,SynWH7803_0632,456,151
CDS,CT971583.1,634091,635896,+,CAK23059.1,Possible peptidoglycan synthetase,ftsI,SynWH7803_0633,1806,601
CDS,CT971583.1,635988,637160,+,CAK23060.1,Transaldolase,tal,SynWH7803_0634,1173,390
CDS,CT971583.1,637228,637614,+,CAK23061.1,Possible cAMP-binding protein,,SynWH7803_0635,387,128
CDS,CT971583.1,637663,639135,+,CAK23062.1,Deoxyribodipyrimidine photolyase,phr,SynWH7803_0636,1473,490
CDS,CT971583.1,639132,640277,-,CAK23063.1,Dehydrogenase,,SynWH7803_0637,1146,381
CDS,CT971583.1,640274,640822,-,CAK23064.1,Ribosome recycling factor,frr,SynWH7803_0638,549,182
CDS,CT971583.1,640831,641538,-,CAK23065.1,Uridylate kinase,pyrH,SynWH7803_0639,708,235
CDS,CT971583.1,641641,641826,+,CAK23066.1,Conserved hypothetical protein,,SynWH7803_0640,186,61
CDS,CT971583.1,641830,642495,-,CAK23067.1,Cob(I)alamin adenosyltransferase,cobO,SynWH7803_0641,666,221
CDS,CT971583.1,642492,643139,-,CAK23068.1,SAM-dependent methyltransferase,,SynWH7803_0642,648,215
CDS,CT971583.1,643154,644308,-,CAK23069.1,Phage integrase family protein,,SynWH7803_0643,1155,384
CDS,CT971583.1,644381,645556,+,CAK23070.1,HLIP-like domain-containing ferrochelatase,hemH,SynWH7803_0644,1176,391
CDS,CT971583.1,645639,647492,+,CAK23071.1,Acetolactate synthase large subunit,ilvB,SynWH7803_0645,1854,617
CDS,CT971583.1,647492,647848,+,CAK23072.1,Possible staphylococcus nuclease homologue (SNase-like),,SynWH7803_0646,357,118
CDS,CT971583.1,647850,648077,+,CAK23073.1,Uncharacterized membrane protein,,SynWH7803_0647,228,75
CDS,CT971583.1,648112,649368,+,CAK23074.1,Conserved hypothetical protein,,SynWH7803_0648,1257,418
CDS,CT971583.1,649403,651058,+,CAK23075.1,Uncharacterized FAD-dependent dehydrogenase,,SynWH7803_0649,1656,551
CDS,CT971583.1,651083,651907,-,CAK23076.1,Conserved hypothetical protein,,SynWH7803_0650,825,274
CDS,CT971583.1,651910,652824,-,CAK23077.1,Conserved hypothetical protein,,SynWH7803_0651,915,304
CDS,CT971583.1,652821,654032,-,CAK23078.1,30S ribosomal protein S1,rpsA,SynWH7803_0652,1212,403
CDS,CT971583.1,654165,655010,+,CAK23079.1,Creatininase,,SynWH7803_0653,846,281
CDS,CT971583.1,655060,655791,+,CAK23080.1,"Ferritin-like, diiron-carboxylate protein",,SynWH7803_0654,732,243
CDS,CT971583.1,655930,656970,+,CAK23081.1,Predicted dehydrogenase,,SynWH7803_0655,1041,346
CDS,CT971583.1,656991,657980,+,CAK23082.1,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha,accA,SynWH7803_0656,990,329
CDS,CT971583.1,658005,658712,+,CAK23083.1,Possible short chain dehydrogenase,,SynWH7803_0657,708,235
CDS,CT971583.1,658725,659483,+,CAK23084.1,GTP cyclohydrolase I,folE,SynWH7803_0658,759,252
CDS,CT971583.1,659515,660021,-,CAK23085.1,Conserved hypothetical protein,,SynWH7803_0659,507,168
CDS,CT971583.1,660034,660711,-,CAK23086.1,Phosphoribosylanthranilate isomerase,trpF,SynWH7803_0660,678,225
CDS,CT971583.1,660775,662034,+,CAK23087.1,Zn-dependent membrane associated protease,,SynWH7803_0661,1260,419
CDS,CT971583.1,662031,662798,-,CAK23088.1,Lipoate-protein ligase A,lplA,SynWH7803_0662,768,255
CDS,CT971583.1,662797,663576,+,CAK23089.1,Uncharacterized conserved membrane protein,,SynWH7803_0663,780,259
CDS,CT971583.1,663579,664568,-,CAK23090.1,Uncharacterized conserved membrane protein,,SynWH7803_0664,990,329
CDS,CT971583.1,664674,665285,-,CAK23091.1,Conserved hypothetical protein,,SynWH7803_0665,612,203
CDS,CT971583.1,665282,665782,-,CAK23092.1,Conserved hypothetical protein,,SynWH7803_0666,501,166
CDS,CT971583.1,665861,665965,+,CAK23093.1,psaM photosystem I reaction centre subunit XII,psaM,SynWH7803_0667,105,34
CDS,CT971583.1,665987,666370,+,CAK23094.1,Conserved hypothetical protein,,SynWH7803_0668,384,127
CDS,CT971583.1,666439,667389,+,CAK23095.1,Light dependent protochlorophyllide oxido-reductase,por,SynWH7803_0669,951,316
CDS,CT971583.1,667390,668280,-,CAK23096.1,Light-independent protochlorophyllide reductase iron-sulfur ATP-binding protein,"chlL, frxC",SynWH7803_0670,891,296
CDS,CT971583.1,668432,670024,-,CAK23097.1,Light-independent protochlorophyllide reductase subunit B,chlB,SynWH7803_0671,1593,530
CDS,CT971583.1,670029,671318,-,CAK23098.1,Light-independent protochlorophyllide reductase subunit N,chlN,SynWH7803_0672,1290,429
CDS,CT971583.1,671441,671962,+,CAK23099.1,Hypothetical protein,,SynWH7803_0673,522,173
CDS,CT971583.1,672019,672426,-,CAK23100.1,Conserved hypothetical protein,,SynWH7803_0674,408,135
CDS,CT971583.1,672522,673307,+,CAK23101.1,Conserved hypothetical protein,,SynWH7803_0675,786,261
CDS,CT971583.1,673309,673887,-,CAK23102.1,Xanthosine triphosphate pyrophosphatase,,SynWH7803_0676,579,192
CDS,CT971583.1,674177,674488,+,CAK23103.1,Carboxysome shell peptide,csoS1/ccmK1,SynWH7803_0677,312,103
CDS,CT971583.1,674560,675975,+,CAK23104.1,Ribulose bisphosphate carboxylase large subunit,"rbcL, cbbL",SynWH7803_0678,1416,471
CDS,CT971583.1,676035,676376,+,CAK23105.1,Ribulose bisphosphate carboxylase small subunit,"rbcS, cbbS",SynWH7803_0679,342,113
CDS,CT971583.1,676478,678817,+,CAK23106.1,"Carboxysome shell polypeptide, CsoS2",csoS2,SynWH7803_0680,2340,779
CDS,CT971583.1,678825,680573,+,CAK23107.1,"Carboxysome shell polypeptide, CsoS3",csoS3,SynWH7803_0681,1749,582
CDS,CT971583.1,680576,680920,+,CAK23108.1,Carboxysome peptide A,,SynWH7803_0682,345,114
CDS,CT971583.1,680920,681171,+,CAK23109.1,Carboxysome peptide B,,SynWH7803_0683,252,83
CDS,CT971583.1,681305,681856,+,CAK23110.1,"Carboxysome shell peptide, CsoS1",csoS1/ccmK2,SynWH7803_0684,552,183
CDS,CT971583.1,681938,683782,+,CAK23111.1,NAD(P)H-quinone oxidoreductase chain 5,ndhF,SynWH7803_0685,1845,614
CDS,CT971583.1,683790,685289,+,CAK23112.1,NAD(P)H-quinone oxidoreductase chain 4,ndhD,SynWH7803_0686,1500,499
CDS,CT971583.1,685286,686431,+,CAK23113.1,Possible CO2 hydration protein ChpX,chpX,SynWH7803_0687,1146,381
CDS,CT971583.1,686459,686710,+,CAK23114.1,Pterin-4 alpha-carbinolamine dehydratase-like protein,,SynWH7803_0688,252,83
CDS,CT971583.1,686694,687617,+,CAK23115.1,CbbX protein homolog,cbbX,SynWH7803_0689,924,307
CDS,CT971583.1,687627,687854,-,CAK23116.1,Conserved hypothetical protein,,SynWH7803_0690,228,75
CDS,CT971583.1,687897,688391,-,CAK23117.1,Conserved hypothetical protein,,SynWH7803_0691,495,164
CDS,CT971583.1,688498,688896,-,CAK23118.1,Putative translation initiation inhibitor,,SynWH7803_0692,399,132
CDS,CT971583.1,688895,690025,+,CAK23119.1,"ABC transporter, ATPase component",,SynWH7803_0693,1131,376
CDS,CT971583.1,690000,690767,-,CAK23120.1,Hydroxyacylglutathione hydrolase,gloB,SynWH7803_0694,768,255
CDS,CT971583.1,690797,691450,+,CAK23121.1,ATP phosphoribosyltransferase,hisG,SynWH7803_0695,654,217
CDS,CT971583.1,691450,693279,+,CAK23122.1,ABC-type multidrug transport system ATPase and permease components,,SynWH7803_0696,1830,609
CDS,CT971583.1,693252,694007,-,CAK23123.1,Alpha/beta superfamily hydrolase,,SynWH7803_0697,756,251
CDS,CT971583.1,694087,694590,+,CAK23124.1,Possible acetyltransferase,,SynWH7803_0698,504,167
CDS,CT971583.1,694587,695288,-,CAK23125.1,Glycosyltransferase of family GT2,,SynWH7803_0699,702,233
CDS,CT971583.1,695285,695926,-,CAK23126.1,Conserved hypothetical protein,,SynWH7803_0700,642,213
CDS,CT971583.1,695923,697077,-,CAK23127.1,Serine protease,,SynWH7803_0701,1155,384
CDS,CT971583.1,697164,698558,+,CAK23128.1,Chromosomal replication initiator protein dnaA,dnaA,SynWH7803_0702,1395,464
CDS,CT971583.1,698555,699118,-,CAK23129.1,Conserved hypothetical protein,,SynWH7803_0703,564,187
CDS,CT971583.1,699253,699777,-,CAK23130.1,Conserved hypothetical protein,,SynWH7803_0704,525,174
CDS,CT971583.1,699784,700026,-,CAK23131.1,Hypothetical protein,,SynWH7803_0705,243,80
CDS,CT971583.1,700175,701536,+,CAK23132.1,Glutathione reductase,gor,SynWH7803_0706,1362,453
CDS,CT971583.1,701624,702145,+,CAK23133.1,Possible biopolymer transport protein,,SynWH7803_0707,522,173
CDS,CT971583.1,702328,702507,+,CAK23134.1,Hypothetical protein,,SynWH7803_0708,180,59
CDS,CT971583.1,702504,702863,+,CAK23135.1,Hypothetical protein,,SynWH7803_0709,360,119
CDS,CT971583.1,702826,703470,+,CAK23136.1,Hypothetical protein,,SynWH7803_0710,645,214
CDS,CT971583.1,703536,704006,+,CAK23137.1,Uncharacterized conserved secreted protein,,SynWH7803_0711,471,156
CDS,CT971583.1,704003,705523,-,CAK23138.1,Predicted flavoprotein related to choline dehydrogenase,,SynWH7803_0712,1521,506
CDS,CT971583.1,705563,706168,-,CAK23139.1,Cytochrome c oxidase subunit III,"ctaE, coxC",SynWH7803_0713,606,201
CDS,CT971583.1,706172,707860,-,CAK23140.1,Cytochrome c oxidase subunit I,"ctaD, coxA",SynWH7803_0714,1689,562
CDS,CT971583.1,707866,708801,-,CAK23141.1,Cytochrome c oxidase subunit II,"ctaC, coxB",SynWH7803_0715,936,311
CDS,CT971583.1,708798,709433,-,CAK23142.1,Uncharacterized conserved membrane protein,,SynWH7803_0716,636,211
CDS,CT971583.1,709430,709930,-,CAK23143.1,Uncharacterized conserved membrane protein,,SynWH7803_0717,501,166
CDS,CT971583.1,710045,711163,-,CAK23144.1,Ca2+/Na+ antiporter,,SynWH7803_0718,1119,372
CDS,CT971583.1,711266,712942,+,CAK23145.1,"Sulfate permease, MFS superfamily",,SynWH7803_0719,1677,558
CDS,CT971583.1,712946,714037,+,CAK23146.1,Dihydroorotase,pyrC,SynWH7803_0720,1092,363
CDS,CT971583.1,714069,714530,+,CAK23147.1,Conserved hypothetical protein,,SynWH7803_0721,462,153
CDS,CT971583.1,714620,715495,+,CAK23148.1,Gluconolactonase,,SynWH7803_0722,876,291
CDS,CT971583.1,715512,715772,+,CAK23149.1,Conserved hpothetical protein,,SynWH7803_0723,261,86
CDS,CT971583.1,715777,716217,+,CAK23150.1,Conserved hypothetical protein,,SynWH7803_0724,441,146
CDS,CT971583.1,716192,716968,-,CAK23151.1,Glucose 1-dehydrogenase,gdh,SynWH7803_0725,777,258
CDS,CT971583.1,717132,717941,+,CAK23152.1,Conserved hypothetical protein related to Glyoxalase/Bleomycin resistance protein/Dioxygenase,,SynWH7803_0726,810,269
CDS,CT971583.1,718060,718494,+,CAK23153.1,Uncharacterized conserved membrane protein,,SynWH7803_0727,435,144
CDS,CT971583.1,718495,720093,-,CAK23154.1,Predicted flavoprotein related to choline dehydrogenase,,SynWH7803_0728,1599,532
CDS,CT971583.1,720182,722878,-,CAK23155.1,Conserved hypothetical protein,,SynWH7803_0729,2697,898
tRNA,CT971583.1,722965,723050,-,,tRNA-Leu,,RNA_23,86,
CDS,CT971583.1,723112,723357,+,CAK23156.1,"Inorganic carbon transport protein, IctA",ictA,SynWH7803_0730,246,81
CDS,CT971583.1,723377,723715,+,CAK23157.1,Uncharacterized conserved membrane protein,,SynWH7803_0731,339,112
CDS,CT971583.1,723747,724550,+,CAK23158.1,Tryptophan synthase alpha chain,trpA,SynWH7803_0732,804,267
CDS,CT971583.1,724554,724925,-,CAK23159.1,Conserved hypothetical protein,,SynWH7803_0733,372,123
CDS,CT971583.1,725020,725289,+,CAK23160.1,Conserved hypothetical protein,,SynWH7803_0734,270,89
CDS,CT971583.1,725265,725597,-,CAK23161.1,cytochrome C6,petJ,SynWH7803_0735,333,110
CDS,CT971583.1,725621,725866,-,CAK23162.1,Conserved hypothetical protein,,SynWH7803_0736,246,81
CDS,CT971583.1,725952,726518,+,CAK23163.1,Conserved hypothetical protein,,SynWH7803_0737,567,188
CDS,CT971583.1,726376,726936,-,CAK23164.1,Uncharacterized conserved membrane protein,,SynWH7803_0738,561,186
CDS,CT971583.1,726942,727196,-,CAK23165.1,Conserved hypothetical protein,,SynWH7803_0739,255,84
CDS,CT971583.1,727238,727582,-,CAK23166.1,Conserved hypothetical protein,,SynWH7803_0740,345,114
CDS,CT971583.1,727579,727926,-,CAK23167.1,Conserved hypothetical protein,,SynWH7803_0741,348,115
CDS,CT971583.1,728021,728947,-,CAK23168.1,"Alternative RNA polymerase sigma factor, sigma-70 family",rpoD,SynWH7803_0742,927,308
CDS,CT971583.1,729195,729686,+,CAK23169.1,Uncharacterized conserved membrane protein,,SynWH7803_0743,492,163
CDS,CT971583.1,729699,730355,+,CAK23170.1,Predicted Zn-dependent protease,,SynWH7803_0744,657,218
CDS,CT971583.1,730486,731163,+,CAK23171.1,Conserved hypothetical protein,,SynWH7803_0745,678,225
CDS,CT971583.1,731160,731840,-,CAK23172.1,Histidine biosynthesis bifunctional protein hisIE (Phosphoribosyl-AMP cyclohydrolase / Phosphoribosyl-ATP pyrophosphatase,hisIE,SynWH7803_0746,681,226
CDS,CT971583.1,731909,732409,+,CAK23173.1,6-pyruvoyl tetrahydropterin synthase,,SynWH7803_0747,501,166
CDS,CT971583.1,732369,734537,-,CAK23174.1,Chaperone ClpB,clpB,SynWH7803_0748,2169,722
CDS,CT971583.1,734497,734985,-,CAK23175.1,Endopeptidase Clp ATP-binding chain B,,SynWH7803_0749,489,162
CDS,CT971583.1,735127,735342,+,CAK23176.1,Conserved hypothetical protein,,SynWH7803_0750,216,71
CDS,CT971583.1,735347,735547,-,CAK23177.1,Conserved hypothetical protein,,SynWH7803_0751,201,66
CDS,CT971583.1,735544,735906,-,CAK23178.1,Cytochrome C6,petJ,SynWH7803_0752,363,120
CDS,CT971583.1,736040,736399,-,CAK23179.1,Plastocyanin,petE,SynWH7803_0753,360,119
CDS,CT971583.1,736434,737426,-,CAK23180.1,Nucleoside-diphosphate-sugar epimerase,,SynWH7803_0754,993,330
CDS,CT971583.1,737437,738495,-,CAK23181.1,Uroporphyrinogen decarboxylase,hemE,SynWH7803_0755,1059,352
CDS,CT971583.1,738615,740900,-,CAK23182.1,"Alpha-glycosidase of family GH13; possible 1, 4-alpha-glucan branching enzyme",,SynWH7803_0756,2286,761
CDS,CT971583.1,740979,741734,-,CAK23183.1,Conserved hypothetical protein,,SynWH7803_0757,756,251
CDS,CT971583.1,741749,743353,-,CAK23184.1,Predicted acyl esterase,,SynWH7803_0758,1605,534
CDS,CT971583.1,743343,743588,-,CAK23185.1,Conserved hypothetical protein,,SynWH7803_0759,246,81
CDS,CT971583.1,743709,744113,-,CAK23186.1,Conserved hypothetical protein,,SynWH7803_0760,405,134
CDS,CT971583.1,744110,744553,-,CAK23187.1,Conserved hypothetical protein,,SynWH7803_0761,444,147
CDS,CT971583.1,744618,749048,+,CAK23188.1,Conserved hypothetical protein,,SynWH7803_0762,4431,1476
CDS,CT971583.1,749052,749942,+,CAK23189.1,ROK family protein,,SynWH7803_0763,891,296
CDS,CT971583.1,750013,751320,+,CAK23190.1,Gamma-glutamyl phosphate reductase,proA,SynWH7803_0764,1308,435
CDS,CT971583.1,751320,751709,+,CAK23191.1,Dihydroneopterin aldolase,folB,SynWH7803_0765,390,129
CDS,CT971583.1,751711,752331,+,CAK23192.1,Lipase family protein,,SynWH7803_0766,621,206
CDS,CT971583.1,752400,753095,+,CAK23193.1,Uncharacterized conserved membrane protein,,SynWH7803_0767,696,231
CDS,CT971583.1,753103,753651,+,CAK23194.1,Uncharacterized conserved membrane protein,,SynWH7803_0768,549,182
CDS,CT971583.1,753651,754745,+,CAK23195.1,Uncharacterized conserved membrane protein,,SynWH7803_0769,1095,364
CDS,CT971583.1,754735,756201,-,CAK23196.1,Conserved hypothetical protein,,SynWH7803_0770,1467,488
CDS,CT971583.1,756222,758339,-,CAK23197.1,Oligopeptidase A,prlC,SynWH7803_0771,2118,705
CDS,CT971583.1,758346,759917,-,CAK23198.1,NAD(P)H-quinone oxidoreductase chain 4,ndhD,SynWH7803_0772,1572,523
CDS,CT971583.1,759974,760921,-,CAK23199.1,Homoserine kinase,thrB,SynWH7803_0773,948,315
CDS,CT971583.1,760936,762012,-,CAK23200.1,Glucokinase,glk,SynWH7803_0774,1077,358
CDS,CT971583.1,762102,762521,-,CAK23201.1,Conserved hypothetical protein,,SynWH7803_0775,420,139
CDS,CT971583.1,762521,764353,-,CAK23202.1,Threonyl-tRNA synthetase,thrS,SynWH7803_0776,1833,610
